name,status
Butterfly Health,operating
Sphero,closed
Zomazz,closed
Kibbit,closed
Buddytruk,closed
GrowGeneration,operating
FOURward Thought,closed
tomoguides,closed
Bungles Jungles,operating
Affordit.com,operating
Flexeye,closed
Hashdoc,operating
Tailored Games,operating
Bubbles,operating
Ubidyne,closed
Snowman,closed
Skyview Records,closed
Sparkle.cs,closed
Shanghai Kidstone Network Technology,closed
healthfinch,operating
MyNewFinancialAdvisor,operating
Buck Mason,closed
Erle Robotics,operating
Hive guard unlimited,operating
simplifyMD,closed
Satin Creditcare Network Limited (SCNL),closed
Moow.life - all interesting nearby!,closed
YoVivo,closed
Uniplaces,operating
Valued Relationships,operating
Revetto,closed
vindenmed,closed
SocialNature,closed
Maestrano,operating
Keego,operating
truedash,operating
Sendio,closed
Data Virtuality,operating
Saiguo,closed
Orion Systems Integrators,closed
Unifyo,closed
Enerskin,closed
SaaSMAX Corp.,closed
Splice,closed
imbookin (Pogby),closed
Vue Technology,operating
MediaHound,operating
uShip,closed
HeadBox,closed
Epion Health,operating
D7 Sounds LLC,closed
Naiku,closed
Make YES! Happen,operating
Stratos Genomics,operating
LifeSite,operating
DoneBy,closed
KWAD,closed
SocialSource,operating
IntelliPath,closed
STUDYINBUDAPEST MOBILE APP,operating
PrepClass,operating
Cloak,closed
Hydrophi,operating
BLAZER & FLIP FLOPS,closed
NULATO,closed
amBX,operating
Telit Wireless Solutions,closed
Mobile Action,operating
Switchfly,closed
Microvi Biotechnologies,operating
J-Kan,operating
Curbside,closed
Kallik,operating
Geosense,closed
C-way,operating
Goods Platform,operating
Enbrite.ly,operating
Broadway Networks,operating
Five Delta,operating
Algae International Group,operating
Catfoxtail,closed
GLAMSQUAD,operating
Reata Pharmaceuticals,closed
DateMyFamily.com,closed
Phonitive - Touchalize,closed
Toured,operating
China Precision Technology,operating
CanadaStays.com,closed
Candescent Healing,closed
Zenring,closed
HandUp PBC,operating
UnFlete.com,operating
Newsreps,operating
Aware Labs,operating
Tailwind,closed
Local ID,operating
CCRM,closed
DonorPath,operating
Kriibs !,closed
Green Highland Renewables,closed
Retalika,operating
ShutterCal,operating
ITpreneurs,closed
Mobile Complete,operating
Skyroam,closed
OpenHatch,closed
Driversiti,operating
Tonara,closed
Protea Biosciences Group,closed
Onkos Surgical,operating
RILOS,closed
HasGeek,operating
One Signal,closed
Voyant Technologies,closed
NaHere,operating
Cyrba,operating
Virtual Instruments Corporation,operating
Handa Pharmaceuticals,operating
CIDCO,operating
Syntonic,closed
RECLO,closed
Arius Research,closed
TrabajoPanel,operating
Scripped,operating
Woods Hole Oceanographic Institute,operating
Carmudi,operating
LifeWave,operating
Newgen Payments,operating
AR Devices,closed
Harvest Exchange,operating
Sookasa,operating
Vigour.io,closed
Kickanotch mobile,operating
Trapster,operating
Entellium,closed
Lifetrack Medical Systems,operating
Bluapp,closed
Little Green Windmill,operating
Hydro66,closed
Lantern,operating
Tweetwall,operating
Referly,operating
Lasso Excite,closed
Progressive Care,closed
TQSurvey,operating
PoochPal,operating
EQUIP Advantage,operating
Intuit,operating
Sounday,operating
Expert TA,closed
MassRoots,operating
Filtr8,closed
Andel,closed
Pantero,operating
HemoSonics,operating
The Hive Group,operating
CiteeCar,closed
DeskActive,closed
Elation Media,closed
Trinean,closed
Stack Exchange,operating
Yoomba,closed
iCreate,operating
American Health Supplies,closed
Nanjing Ruiyue Information Technology,closed
LilyMedia,operating
SP Nano Ltd.,operating
LeanIX,closed
Kids Calendar,operating
Ysance,closed
im3D,closed
Cisco,operating
Red Sky Lab,closed
CellPoint Diagnostics,operating
Matlach Investments,closed
Klikin,closed
imagine,operating
Handle My Health,operating
pg40 Consulting Group,operating
PacketSled,operating
Muzooka,operating
CyrusOne,closed
OfferJar,operating
Signpath Pharma,operating
Auvik Networks Inc.,closed
Widgetbox,closed
mSeller,closed
Carnet de Mode,operating
Infinis Energy,closed
Beats Electronics,closed
Attractive Black Singles LLC,closed
Annelutfen.com,operating
CeloNova,closed
Tour Raiser,operating
Workday,closed
"Zebit, Inc.",operating
PanXchange,operating
Mariam Medical,operating
Eseye,operating
Alminder,closed
Adeptence,closed
Qnergy,operating
OneCard,operating
SchemaLogic,closed
Exacter,closed
Vestiage,closed
GridCure,closed
eSecure Systems,operating
D3 Technology,operating
World Energy Labs,operating
Bookity,operating
Sinch,closed
Sensors for Medicine and Science,closed
Life360,closed
MDLIVE,operating
Kireego,closed
SMILE,operating
Profyle,operating
CloudEndure,operating
BuyerMLS,operating
Cohero Health,operating
TagSeats,operating
NetPress Digital,closed
Geelbe,closed
Adamas Pharmaceuticals,closed
MagniFinance,operating
Bluescop,operating
Linkurious,closed
ATrillion-Semantix,closed
Lane15 Software,closed
ROBOTIC PIPE REPAIR,operating
ABEJA,operating
YaSabe,closed
Left of the Dot Media Inc.,closed
Relievant Medsystems,closed
Hoodin,operating
gridComm,closed
Aperia Technologies,operating
ePlata,closed
Bullitt Group,closed
FID3,closed
Localize Direct,closed
Thereson S.p.A.,operating
ExaqtWorld,closed
Antares Vision,closed
Dashba,operating
Capsenta,closed
Clzby,closed
Goodman Networks,closed
Body Details,operating
Kairos4,closed
hybris,operating
Yorder,closed
GeneQuine Biotherapeutics GmbH,closed
Yttro Mobile,operating
Xigen,operating
Rijuven,operating
Fotomoto,closed
Werkadoo,operating
Atmocean,closed
Justworks,closed
Astrid,closed
Genapsys,operating
800.COM,closed
Akorri Networks,closed
Titansan,closed
Linksify,operating
Hitpost,closed
ChorPpay,operating
JobLeads,closed
Ascend Health,closed
Logentries,closed
Agnitus,closed
Clear Technology Systems,closed
Momentum Telecom,closed
"HouseGoat, Inc.",closed
A-Life Medical,closed
Xpreso Software Limited,closed
bettermarks,closed
Booklr,operating
E-Diversify Yourself,operating
Maple,operating
Pickatale,operating
Knyplex,operating
miroculus,operating
GetAutoBids,operating
Dryvax,operating
GoSkip,closed
QD Vision,operating
Planet Payment,closed
ticckle,closed
Grillin In The City,closed
VOSS Solutions,operating
Vizalytics Technology,operating
Amplimmune,operating
TripleMint,closed
Grasswire,operating
Dyer & Jenkins,closed
MEA/NEA,operating
Post.Bid.Ship,operating
Monis,operating
LS Plasma,closed
"Monoco, Inc.",operating
Sinequa,operating
iCelerate,operating
Smart Destinations,closed
Zeros & Ones,closed
Last Mile Connections,closed
Inoapps,closed
Hydro-Run,closed
DeepVu,closed
Reel,operating
Zuppler,closed
Axel Technologies,closed
THINK360,closed
Ofidium,closed
Shanghai Jade Tech,operating
Unveil Technologies,closed
Roomstorm (Formerly WalkSource),operating
Wego,closed
Squeakee,operating
Jott,closed
LivBlends,closed
Clear Flight Solutions,closed
Suitepad,operating
Vibrant Living Senior Day Care Center,operating
Pet Airways,closed
Philo Media,closed
Wooshii,operating
MicroDisplay,closed
Bookkeepity,closed
Bitave Lab,closed
Validus-IVC,operating
Bradshaw Propulsion,closed
Uversity,closed
RealMatch,closed
EnduraCare AcuteCare,closed
Aposense,operating
Gorilla Nation Media,operating
LevelFunded Health,closed
Geekangels,closed
Clear Guide Medical,operating
GymFlow,operating
Kitara Media,operating
SoundOut,closed
Celldex Therapeutics,closed
InstantLuxe,closed
Weesh,operating
1-800-DENTIST,closed
Corrpro Companies,closed
Yumit,operating
Inventorum,closed
DeciZium,closed
Ataxion,closed
Autism Acumen,operating
Collaborate.com,operating
Adspringr,closed
Duriana,closed
ChatWork,operating
Dublway,operating
Apps Genius,closed
MENABANQER,closed
Inuvo,closed
Coin.co,closed
Aprendum,closed
Brys & Edgewood,operating
USEREADY,closed
Ku6,closed
Advanced Microgrid Solutions,operating
CheckVentory Innovation,closed
magnify360,closed
Lypro Biosciences,operating
Sigma Networks,operating
Viewpost,operating
Tamecco,closed
IlluminOss Medical,operating
Sound Clips,closed
Gallery Player,closed
Calligo,closed
Elton Digital,closed
Stolen Couch Games,operating
Devcon Security Services,closed
TuneStars,operating
abcdexperts,operating
ASI System Integration,closed
Engage Resources,closed
Crestock,closed
Christini Technologies,operating
Wellness Corner,operating
KnexxLocal,operating
RF Code,operating
Abra,closed
Aria Retirement Solutions,closed
neoScores®,operating
Synthesys Research,closed
Loop Survey,operating
Scion Cardio Vascular,closed
Xchrisone Animation,operating
Hook Mobile,closed
Viigo,closed
Connect Technology Group,operating
BuyPlayWin,operating
MyColorScreen,operating
easyfolio,operating
leon nanodrugs,closed
QuantiSense,closed
Raptroop,operating
ProCure Treatment Centers,operating
Linc Global,closed
LEPOW,operating
Etalia,operating
Thermodata,closed
59Saniye,operating
Glidera,closed
BiddingForGood,operating
Grata,operating
Adtrade,operating
ATG Media (The Saleroom),closed
123Greetings,operating
Paragon Vision Sciences,closed
Nanoscale Components,closed
dscovered,closed
Gotcha Ninjas,operating
Connecture,closed
Utopia,closed
Storee,closed
Care 24/7,closed
Bettyvision,closed
Shoplogix,closed
PresenterNet,operating
Coco's Coconut Company,operating
Veterati,operating
OfferUp,operating
NimbleHeart,closed
InboxFever,operating
CO Space,operating
Qoopl,operating
Measy,operating
Washa,closed
Impulse Monitoring,operating
Dianhuabang,operating
Polyplexx,operating
Juliet Marine Systems,closed
North Labs,closed
Impact,operating
Swift Navigation,closed
Maidou International,operating
Softlation,closed
Buy.On.Social,operating
Estate Assist,operating
GoGig,closed
Eğitim Online,closed
Social Game Universe,operating
Haystack TV,closed
Lincor Solutions,operating
Cinegif,operating
Make My plate,operating
"GolfMDs, Inc.",closed
Med Condense,closed
Crowdwave,closed
Moultrie Tool Mfg Co,closed
FabriQate,closed
Teach4Life Consulting LL,closed
Root4,operating
Timeline Labs / TLL,closed
Spinlister,operating
Next New Networks,operating
Real Image Media Technologies,operating
Molcure,closed
Etsy,operating
Oncothyreon,closed
independenceIT,operating
The Zebra,closed
Washlava,closed
GlucoIQ,operating
Telespree,operating
Vaultoro,operating
Vidavee,operating
Radisens Diagnostics,operating
Biopsych Health Systems,closed
TapInfluence,closed
VICIS,closed
Magnoliamoda.com,operating
C2FO,operating
Livescribe,operating
Edyn,closed
Datalogix,operating
Karmic Labs,operating
Tokyo Otaku Mode,closed
"Trinity College, Dublin",closed
ivi.ru,operating
Leap In Entertainment,closed
Wagaduu!,operating
P-Cube,closed
Supplyworks,closed
Saviant Consulting,operating
Verisim,closed
The Style Club,closed
Miami Instruments,closed
ieCrowd,closed
Cupid-Labs,operating
Synergy Marketing,operating
Rental Kharma,operating
Zilyo,operating
Konnektid,operating
Indix,operating
Limin Chemical,operating
Eccentrade,closed
SalesBox Inc.,closed
Vivid Logic,operating
NeGoBuY,operating
Community Informatics,closed
BonzerDarg,operating
MeSixty,closed
Chorafarma,closed
Mira,operating
Guidebook,closed
Patents.com,operating
Eos Systems,closed
GetAgent,operating
Secure-NOK,operating
ev-social,closed
YourStreet,operating
"Enfold, Inc.",closed
Dali Wireless,closed
TripleTree,operating
Revere Software,closed
Spacio Pro,operating
Hyporex Technologies,closed
NextBank,operating
Cyph,operating
ENTRADE Energiesysteme AG,operating
Kloud Angels,closed
Gi FlyBike,operating
Carnivore Club Inc.,operating
RentMatch,closed
Digital Layers Inc.,operating
Healthy Harvest,closed
Sponsify,closed
SavaJe Technologies,closed
Eucon,operating
Relive,operating
Aider,operating
4Deep,operating
my6sense,operating
Seymour Innovative,operating
YinYangMap,operating
Digital Dream Labs,operating
Ponominalu.ru,operating
Maskoolin,operating
Jack Robie,operating
Ldger,closed
Bestaurant,closed
Synosure Games,operating
AppNeta,closed
Opternative,closed
nubelo,closed
Covercake,closed
Sgrouples,operating
NeonGrid (rebranded as DoneBy),operating
A Crowd of Monsters,closed
Tosk,operating
DoorMint,closed
Peanut Labs,closed
MD-IT,closed
ZapHour,closed
LatinRun,closed
Axalent,closed
cloudscreener.com,closed
Bloomerang,closed
Bug Bounty HQ,operating
SwiftKey,operating
A Bit Lucky,operating
Bacula,closed
Palladium Life Sciences,closed
Powered,operating
Glide Technologies,operating
PointCare,closed
Cadiou Engineering Services,operating
Motion PT Holdings,closed
Comprehend Systems,operating
Horse Collaborative,closed
Microventures,operating
produkte24.com,closed
SeeMedia,operating
MesoCoat,operating
Education Elements,closed
University of Pittsburgh,closed
Maker Cloud,closed
LE TOTE,closed
vinclu Inc.,operating
Clearstream.TV,closed
WeFitter,operating
Eco Dream Venture,closed
Zillabyte,closed
JustOne Database Inc.,closed
AccuSilicon,operating
Viatar CTC Solutions,operating
HPC Brasil,closed
Mgv,closed
DTT,closed
UK Work Study,operating
Venture Shares,operating
EpiBiome,operating
Little Bird,closed
TechTribe,operating
2threads,closed
Shoppilot,closed
Goojet,operating
Araca,operating
BONDS.COM,operating
Paragonix Technologies,closed
IC Media Corporation,closed
Aston Club,closed
MedCPU,operating
Libboo,closed
Uranium Recovery Corporation,operating
MicroBlend Technologies,closed
Keaton Row,closed
Inovise Medical,operating
Delfmems,operating
TabSprint,closed
ChessCube.com,operating
Arvia Technology,operating
CrowdEngineering,closed
Divergence,closed
Raise Your Flag,operating
StarShooter,operating
Quewey,operating
tinyBuild GAMES,closed
Reelio,operating
AccuRev,closed
"Doost, Inc.",operating
ArtOfBrands SA,closed
"Staffly, Inc.",operating
Selligy,closed
Big Stage,closed
PacketExchange,operating
TRINA SOLAR LTD,closed
Ngo Han joint stock company,closed
Atmospheir,operating
Mosquito Steve,operating
PHRQL,operating
Cignis,operating
Apama Medical,operating
Sun National Bank,operating
swabr.com,operating
Streamcore System,closed
MPSTOR,operating
showd.me,closed
Payso,operating
BroadSoft,closed
SaltyCustoms,closed
Zeer,operating
Mosaic Mall,operating
Personal On Demand,operating
Optimum Interactive USA,operating
Alandia Communication Systems,closed
sevenload,closed
Myca Health,operating
Clowdy,operating
AorTx,operating
Integrity Applications,closed
ShopClues.com,closed
OpenSesame,operating
Vapor IO,closed
ForwardMetrics,closed
121nexus,closed
Vimagino,closed
29West,operating
Traansmission,closed
Flapus,operating
Centeris Corporation,closed
The Medical Marijuana Group,operating
FRH Consumer Services,closed
Ecozen Solutions,operating
Sift Science,closed
Stratus5,closed
Apex Fund Services,closed
GPMESS,operating
Where To Go Ltd,closed
DesignLine,operating
Markwater Handling Systems,closed
Simtrol,closed
StowThat,operating
Yunait,closed
Bay Dynamics,closed
Weeding Technologies,closed
Beekly,closed
iKure Techsoft,closed
Precision Biopsy,operating
RentFeeder,operating
KeyOn Communications Holdings,closed
PowerID,operating
Hatcher Associates,closed
Clouli,closed
Naked,closed
Graphenest - Advanced Nanotechnology,operating
Dayana's One Stop Salon,operating
Ounce Labs,closed
PhishMe,closed
"Worksfire, Inc.",operating
Transparent Networks,closed
Koding,operating
Wellpepper,operating
Einsight Ng Ltd,closed
Smartbill - Recurrence Backoffice,closed
DataEmail Group,closed
DayChamp,operating
State of Ambition,closed
Get It Delivery Technologies LLC,closed
Compact Particle Acceleration,operating
TripActions,closed
Vodkaster/Riplay,closed
91Mobiles,closed
Sandlot Solutions,closed
Client Outlook,closed
HumanCloud,operating
Contactis Group Sp. z o.o.,operating
Certified Security Solutions,closed
CSS Corp,operating
Numari,closed
Lumatic,closed
Rootstock Software,closed
Streamline Alliance,closed
YUHI Hospitality,closed
TriQ Systems,closed
Cambridge Clean Energy Ltd.,operating
Meuugame,closed
The DelFin Project,closed
Codesters,operating
PrepFlash,operating
The Richman Group,closed
Jemstep,closed
Xiami Radio,operating
Marketing.AI,operating
Sleep Solutions,operating
Nanolike,operating
GlassesOff,operating
Hydrelis,closed
Contastic,operating
High Side Solutions,closed
Nineteenth Amendment,closed
Good Photo,operating
Agentek,closed
KeyLemon,closed
Isotera,operating
Vidtel,closed
Tactual Labs Co,operating
